topic,year,papers_published
"Stellar, planetary, and galactic studies",2017,2
Cardiac Valve Diseases and Treatments,2017,2
Ultrasound and Hyperthermia Applications,2017,2
Law in Society and Culture,2017,2
Advanced Differential Geometry Research,2017,2
Power Systems and Technologies,2017,2
Financial Distress and Bankruptcy Prediction,2017,2
Vehicle emissions and performance,2017,2
Spacecraft and Cryogenic Technologies,2017,2
Vehicle Routing Optimization Methods,2017,2
Personality Traits and Psychology,2017,2
Impact of Technology on Adolescents,2017,2
Optical Polarization and Ellipsometry,2017,2
Advanced Control Systems Design,2017,2
Bayesian Modeling and Causal Inference,2017,2
Advanced Mathematical Theories,2017,2
Antenna Design and Optimization,2017,2
Underwater Acoustics Research,2017,2
Fuzzy Systems and Optimization,2017,2
Geochemistry and Geologic Mapping,2017,2
Experimental Behavioral Economics Studies,2017,2
Adaptive Dynamic Programming Control,2017,2
Big Data Technologies and Applications,2017,2
Full-Duplex Wireless Communications,2017,2
Integrated Circuits and Semiconductor Failure Analysis,2017,2
Simulation and Modeling Applications,2017,2
Infrared Thermography in Medicine,2017,2
Evolution and Genetic Dynamics,2017,2
Evolutionary Game Theory and Cooperation,2017,2
Fish Ecology and Management Studies,2017,2
Bayesian Methods and Mixture Models,2017,2
Evaluation Methods in Various Fields,2017,2
Work-Family Balance Challenges,2017,2
Digital Economy and Work Transformation,2017,2
Cultural and Historical Studies,2017,2
Conservation Techniques and Studies,2017,2
Visual Culture and Art Theory,2017,2
Multi-Agent Systems and Negotiation,2017,2
Engineering Diagnostics and Reliability,2017,2
Extremum Seeking Control Systems,2017,2
Iterative Learning Control Systems,2017,2
Distributed systems and fault tolerance,2017,2
Advanced machining processes and optimization,2017,2
DNA and Biological Computing,2017,2
RNA and protein synthesis mechanisms,2017,2
RNA modifications and cancer,2017,2
Advanced Chemical Sensor Technologies,2017,2
Water Quality Monitoring and Analysis,2017,2
Software-Defined Networks and 5G,2017,2
Probabilistic and Robust Engineering Design,2017,2
Optimal Experimental Design Methods,2017,2
Physical Activity and Health,2017,2
Peer-to-Peer Network Technologies,2017,2
Geometric Analysis and Curvature Flows,2017,2
Advancements in Semiconductor Devices and Circuit Design,2017,2
Gaussian Processes and Bayesian Inference,2017,2
Green IT and Sustainability,2017,2
Advanced Queuing Theory Analysis,2017,2
Education and Learning Interventions,2017,2
Educational Research and Pedagogy,2017,2
Structural Health Monitoring Techniques,2017,2
Composite Structure Analysis and Optimization,2017,2
Optical Network Technologies,2017,2
Geophysical Methods and Applications,2017,2
Commutative Algebra and Its Applications,2017,2
Benford’s Law and Fraud Detection,2017,2
Technology-Enhanced Education Studies,2017,2
Innovative Teaching Methods,2017,2
Complex Systems and Time Series Analysis,2017,2
Mobile Learning in Education,2017,2
Machine Fault Diagnosis Techniques,2017,2
Edcuational Technology Systems,2017,2
Multimedia Learning Systems,2017,2
Assembly Line Balancing Optimization,2017,2
Business Process Modeling and Analysis,2017,2
Smart Agriculture and AI,2017,2
Maritime Transport Emissions and Efficiency,2017,2
Advanced Bandit Algorithms Research,2017,2
Education and Digital Technologies,2017,2
Digital Image Processing Techniques,2017,2
Optimization and Packing Problems,2017,2
Traditional Chinese Medicine Studies,2017,2
Brain Tumor Detection and Classification,2017,2
Cancer-related molecular mechanisms research,2017,2
solar cell performance optimization,2017,2
Blockchain Technology in Education and Learning,2017,2
Authorship Attribution and Profiling,2017,2
Process Optimization and Integration,2017,2
Education and Critical Thinking Development,2017,2
Statistical Methods in Clinical Trials,2017,2
Statistical Methods and Bayesian Inference,2017,2
Analog and Mixed-Signal Circuit Design,2017,2
Mathematics and Applications,2017,2
Water Systems and Optimization,2017,2
Public Relations and Crisis Communication,2017,2
Urban Transport and Accessibility,2017,2
Cognitive Science and Education Research,2017,2
Animal Vocal Communication and Behavior,2017,2
Animal Behavior and Reproduction,2017,2
Teleoperation and Haptic Systems,2017,2
AI in Service Interactions,2017,2
Cosmology and Gravitation Theories,2017,2
Ergonomics and Musculoskeletal Disorders,2017,2
Morphological variations and asymmetry,2017,2
Advanced Optical Sensing Technologies,2017,2
Advanced Authentication Protocols Security,2017,2
Higher Education Learning Practices,2017,2
IoT and GPS-based Vehicle Safety Systems,2017,2
Numerical methods in inverse problems,2017,2
Neural and Behavioral Psychology Studies,2017,2
Computational and Text Analysis Methods,2017,2
Computational Drug Discovery Methods,2017,2
Stochastic Gradient Optimization Techniques,2017,2
"Urban, Neighborhood, and Segregation Studies",2017,2
Statistical Distribution Estimation and Applications,2017,2
Financial Risk and Volatility Modeling,2017,2
Hydrological Forecasting Using AI,2017,2
Flood Risk Assessment and Management,2017,2
Persona Design and Applications,2017,2
Hate Speech and Cyberbullying Detection,2017,2
Malaria Research and Control,2017,2
Management and Optimization Techniques,2017,2
Sleep and Work-Related Fatigue,2017,2
Digital Games and Media,2017,2
Crime Patterns and Interventions,2017,2
Medical Imaging and Analysis,2017,2
Advanced Computational Techniques in Science and Engineering,2017,2
Explainable Artificial Intelligence (XAI),2017,2
Fashion and Cultural Textiles,2017,2
Advanced Radiotherapy Techniques,2017,2
Assistive Technology in Communication and Mobility,2017,2
Molecular Biology Techniques and Applications,2017,2
Experimental Learning in Engineering,2017,2
Underwater Vehicles and Communication Systems,2017,2
Surgical Simulation and Training,2017,2
Anatomy and Medical Technology,2017,2
Telecommunications and Broadcasting Technologies,2017,2
Construction Project Management and Performance,2017,2
Surface Roughness and Optical Measurements,2017,2
Computational Geometry and Mesh Generation,2017,2
Radiology practices and education,2017,2
Radiation Dose and Imaging,2017,2
Vehicle Dynamics and Control Systems,2017,2
Industrial Automation and Control Systems,2017,2
Astronomy and Astrophysical Research,2017,2
Diverse Approaches in Healthcare and Education Studies,2017,2
Groundwater and Watershed Analysis,2017,1
Water Quality and Pollution Assessment,2017,1
Quantum Chromodynamics and Particle Interactions,2017,1
Nuclear physics research studies,2017,1
Personal Information Management and User Behavior,2017,1
Air Traffic Management and Optimization,2017,1
Limits and Structures in Graph Theory,2017,1
Graph Labeling and Dimension Problems,2017,1
"Education, Safety, and Science Studies",2017,1
Technology and Data Analysis,2017,1
Monetary Policy and Economic Impact,2017,1
Energy and Environmental Systems,2017,1
Micro and Nano Robotics,2017,1
Biblical Studies and Interpretation,2017,1
Historical and Linguistic Studies,2017,1
Russian Literature and Bakhtin Studies,2017,1
Satellite Image Processing and Photogrammetry,2017,1
Electric Motor Design and Analysis,2017,1
Induction Heating and Inverter Technology,2017,1
Magnetic Bearings and Levitation Dynamics,2017,1
Magnetic Field Sensors Techniques,2017,1
Geomagnetism and Paleomagnetism Studies,2017,1
Asian Culture and Media Studies,2017,1
Medieval and Classical Philosophy,2017,1
Classical Philosophy and Thought,2017,1
Occupational Health and Safety Management,2017,1
Islamic Finance and Banking Studies,2017,1
Islamic Finance and Communication,2017,1
Legal Studies and Policies,2017,1
Tunneling and Rock Mechanics,2017,1
Soil Mechanics and Vehicle Dynamics,2017,1
Economic theories and models,2017,1
Lexicography and Language Studies,2017,1
Linguistics and language evolution,2017,1
Historical Linguistics and Language Studies,2017,1
"Logic, programming, and type systems",2017,1
Phonocardiography and Auscultation Techniques,2017,1
Viral Infectious Diseases and Gene Expression in Insects,2017,1
Biochemical and Structural Characterization,2017,1
Complex Systems and Decision Making,2017,1
Human Resource and Talent Management,2017,1
Organizational Learning and Leadership,2017,1
Water resources management and optimization,2017,1
Innovation in Digital Healthcare Systems,2017,1
Internet of Things and Social Network Interactions,2017,1
Economic and Technological Developments in Russia,2017,1
Economic Development and Digital Transformation,2017,1
Regional Economic Development and Innovation,2017,1
Primate Behavior and Ecology,2017,1
Engineering Applied Research,2017,1
Tactile and Sensory Interactions,2017,1
Economic and Environmental Valuation,2017,1
"Health Systems, Economic Evaluations, Quality of Life",2017,1
Cultural Industries and Urban Development,2017,1
"Crafts, Textile, and Design",2017,1
Job Satisfaction and Organizational Behavior,2017,1
Healthcare professionals’ stress and burnout,2017,1
Emotional Labor in Professions,2017,1
Seismic Imaging and Inversion Techniques,2017,1
Seismic Waves and Analysis,2017,1
Student Assessment and Feedback,2017,1
Metabolomics and Mass Spectrometry Studies,2017,1
Thermoregulation and physiological responses,2017,1
Optical Imaging and Spectroscopy Techniques,2017,1
Cultural Heritage Materials Analysis,2017,1
Building materials and conservation,2017,1
Cultural Heritage Management and Preservation,2017,1
Industrial Engineering and Technologies,2017,1
Engineering Technology and Methodologies,2017,1
Advanced Theoretical and Applied Studies in Material Sciences and Geometry,2017,1
Air Quality and Health Impacts,2017,1
Historical and Political Studies,2017,1
Youth Education and Societal Dynamics,2017,1
Intergenerational and Educational Inequality Studies,2017,1
Aerospace Engineering and Control Systems,2017,1
Advanced Mathematical Theories and Applications,2017,1
RFID technology advancements,2017,1
Radar Systems and Signal Processing,2017,1
Electromagnetic Scattering and Analysis,2017,1
Radio Wave Propagation Studies,2017,1
Vacuum and Plasma Arcs,2017,1
Electrostatic Discharge in Electronics,2017,1
Silicon Carbide Semiconductor Technologies,2017,1
African history and culture analysis,2017,1
Environmental Quality and Pollution,2017,1
Microwave Imaging and Scattering Analysis,2017,1
Digital Humanities and Scholarship,2017,1
Wireless Communication Networks Research,2017,1
Labor market dynamics and wage inequality,2017,1
Pharmaceutical Practices and Patient Outcomes,2017,1
Patient Safety and Medication Errors,2017,1
Public Health in Brazil,2017,1
Traffic Prediction and Management Techniques,2017,1
Traffic control and management,2017,1
Entrepreneurship Studies and Influences,2017,1
Innovations in Educational Methods,2017,1
Competitive and Knowledge Intelligence,2017,1
Cognitive and developmental aspects of mathematical skills,2017,1
Early Childhood Education and Development,2017,1
"Neuroscience, Education and Cognitive Function",2017,1
Multilingual Education and Policy,2017,1
Reading and Literacy Development,2017,1
Advanced SAR Imaging Techniques,2017,1
Cervical Cancer and HPV Research,2017,1
Access Control and Trust,2017,1
Polynomial and algebraic computation,2017,1
Customer Service Quality and Loyalty,2017,1
Quantum many-body systems,2017,1
Astrophysical Phenomena and Observations,2017,1
High-pressure geophysics and materials,2017,1
Pulsars and Gravitational Waves Research,2017,1
Flexible and Reconfigurable Manufacturing Systems,2017,1
Digital Transformation in Industry,2017,1
Automated Road and Building Extraction,2017,1
Advanced Wireless Network Optimization,2017,1
Cardiovascular Function and Risk Factors,2017,1
Ultrasonics and Acoustic Wave Propagation,2017,1
Photoacoustic and Ultrasonic Imaging,2017,1
Fixed Point Theorems Analysis,2017,1
Optics and Image Analysis,2017,1
Noise Effects and Management,2017,1
Spacecraft Design and Technology,2017,1
Cyclone Separators and Fluid Dynamics,2017,1
Offshore Engineering and Technologies,2017,1
Advanced Combinatorial Mathematics,2017,1
Molecular Communication and Nanonetworks,2017,1
Spatial and Panel Data Analysis,2017,1
Regional Economics and Spatial Analysis,2017,1
Mental Health Research Topics,2017,1
Mining Techniques and Economics,2017,1
Belt Conveyor Systems Engineering,2017,1
Spectroscopy Techniques in Biomedical and Chemical Research,2017,1
Microfluidic and Bio-sensing Technologies,2017,1
"Law, AI, and Intellectual Property",2017,1
Consumer Perception and Purchasing Behavior,2017,1
Mechanical Engineering and Vibrations Research,2017,1
Gear and Bearing Dynamics Analysis,2017,1
"Categorization, perception, and language",2017,1
Personality Disorders and Psychopathology,2017,1
Psychological Treatments and Assessments,2017,1
Media Influence and Health,2017,1
Iterative Methods for Nonlinear Equations,2017,1
Geodetic Measurements and Engineering Structures,2017,1
Geophysical and Geoelectrical Methods,2017,1
Nuclear Physics and Applications,2017,1
Crystallography and Radiation Phenomena,2017,1
Cold Atom Physics and Bose-Einstein Condensates,2017,1
Advanced Wireless Communication Technologies,2017,1
Advanced Fiber Optic Sensors,2017,1
Photonic and Optical Devices,2017,1
Optical Coatings and Gratings,2017,1
Market Dynamics and Volatility,2017,1
Graphene research and applications,2017,1
Graph theory and applications,2017,1
Advanced Graph Theory Research,2017,1
Digital Storytelling and Education,2017,1
"Literacy, Media, and Education",2017,1
Transportation and Mobility Innovations,2017,1
Emotional Intelligence and Performance,2017,1
Emotions and Moral Behavior,2017,1
Hydrology and Watershed Management Studies,2017,1
Hydrology and Sediment Transport Processes,2017,1
Hydraulic flow and structures,2017,1
Neurobiology of Language and Bilingualism,2017,1
Cognitive Computing and Networks,2017,1
Emergency and Acute Care Studies,2017,1
Healthcare Systems and Technology,2017,1
Human Motion and Animation,2017,1
Oil and Gas Production Techniques,2017,1
Impact of Light on Environment and Health,2017,1
Constraint Satisfaction and Optimization,2017,1
Interconnection Networks and Systems,2017,1
Mathematical and Theoretical Epidemiology and Ecology Models,2017,1
Mathematical Approximation and Integration,2017,1
Embedded Systems Design Techniques,2017,1
Ancient Egypt and Archaeology,2017,1
Archaeology and Historical Studies,2017,1
Advanced Decision-Making Techniques,2017,1
Evaluation and Optimization Models,2017,1
Labor Movements and Unions,2017,1
Gender Diversity and Inequality,2017,1
Discrimination and Equality Law,2017,1
Railway Engineering and Dynamics,2017,1
Advanced Scientific Research Methods,2017,1
Behavioral Health and Interventions,2017,1
Digital Radiography and Breast Imaging,2017,1
EFL/ESL Teaching and Learning,2017,1
Spanish Linguistics and Language Studies,2017,1
Literacy and Educational Practices,2017,1
Advancements in PLL and VCO Technologies,2017,1
Radio Frequency Integrated Circuit Design,2017,1
Education and Technology Integration,2017,1
Education Systems and Policy,2017,1
Gun Ownership and Violence Research,2017,1
Advanced optical system design,2017,1
Bluetooth and Wireless Communication Technologies,2017,1
Operations Management Techniques,2017,1
Statistics Education and Methodologies,2017,1
Probability and Statistical Research,2017,1
PAPR reduction in OFDM,2017,1
ECG Monitoring and Analysis,2017,1
Accounting and Organizational Management,2017,1
Sports Analytics and Performance,2017,1
Forest ecology and management,2017,1
Model-Driven Software Engineering Techniques,2017,1
Respiratory viral infections research,2017,1
Web Application Security Vulnerabilities,2017,1
Diverse Topics in Contemporary Research,2017,1
Functional Brain Connectivity Studies,2017,1
Slime Mold and Myxomycetes Research,2017,1
Biocrusts and Microbial Ecology,2017,1
Age of Information Optimization,2017,1
Advanced Surface Polishing Techniques,2017,1
Mobile Agent-Based Network Management,2017,1
Advanced Electron Microscopy Techniques and Applications,2017,1
Innovative concrete reinforcement materials,2017,1
Concrete Properties and Behavior,2017,1
Concrete and Cement Materials Research,2017,1
Nonlinear Dynamics and Pattern Formation,2017,1
Cardiovascular and exercise physiology,2017,1
Cancer Genomics and Diagnostics,2017,1
Advanced Research in Systems and Signal Processing,2017,1
Regional Socio-Economic Development Trends,2017,1
Electrostatics and Colloid Interactions,2017,1
Advanced Thermodynamics and Statistical Mechanics,2017,1
Geometry and complex manifolds,2017,1
Extracellular vesicles in disease,2017,1
Advanced Battery Technologies Research,2017,1
Intracerebral and Subarachnoid Hemorrhage Research,2017,1
Narrative Theory and Analysis,2017,1
Fractional Differential Equations Solutions,2017,1
Matrix Theory and Algorithms,2017,1
Mathematical Inequalities and Applications,2017,1
Point processes and geometric inequalities,2017,1
Feminist Epistemology and Gender Studies,2017,1
Superconducting and THz Device Technology,2017,1
Satellite Communication Systems,2017,1
Educational Research and Methods,2017,1
Varied Academic Research Topics,2017,1
Structural Analysis and Optimization,2017,1
Advanced Materials and Mechanics,2017,1
Dynamics and Control of Mechanical Systems,2017,1
Technology and Human Factors in Education and Health,2017,1
Historical Geography and Cartography,2017,1
Field-Flow Fractionation Techniques,2017,1
Design Education and Practice,2017,1
Impact of AI and Big Data on Business and Society,2017,1
"FinTech, Crowdfunding, Digital Finance",2017,1
Textile materials and evaluations,2017,1
Calibration and Measurement Techniques,2017,1
Atmospheric Ozone and Climate,2017,1
"Rings, Modules, and Algebras",2017,1
Wind and Air Flow Studies,2017,1
"Education, Management, Technology, Human Resources",2017,1
Numerical Methods and Algorithms,2017,1
Workplace Health and Well-being,2017,1
Education and Work Dynamics,2017,1
Management and Marketing Education,2017,1
Technology Use by Older Adults,2017,1
Corporate Governance and Financial Management,2017,1
Psychology of Social Influence,2017,1
Marriage and Sexual Relationships,2017,1
Blood groups and transfusion,2017,1
Neonatal Health and Biochemistry,2017,1
Hemoglobinopathies and Related Disorders,2017,1
Retinal Imaging and Analysis,2017,1
Health Policy Implementation Science,2017,1
Geriatric Care and Nursing Homes,2017,1
Interprofessional Education and Collaboration,2017,1
Meta-analysis and systematic reviews,2017,1
Simulation Techniques and Applications,2017,1
Microbial Metabolism and Applications,2017,1
Ship Hydrodynamics and Maneuverability,2017,1
Structural Integrity and Reliability Analysis,2017,1
ICT in Developing Communities,2017,1
Autism Spectrum Disorder Research,2017,1
Spectroscopy and Quantum Chemical Studies,2017,1
Direction-of-Arrival Estimation Techniques,2017,1
Liquid Crystal Research Advancements,2017,1
International Development and Aid,2017,1
Elite Sociology and Global Capitalism,2017,1
Social Media in Health Education,2017,1
Health Literacy and Information Accessibility,2017,1
SMEs Development and Digital Marketing,2017,1
Wine Industry and Tourism,2017,1
Internet of Things and AI,2017,1
Computational Fluid Dynamics and Aerodynamics,2017,1
Advanced Numerical Methods in Computational Mathematics,2017,1
Economic and Technological Systems Analysis,2017,1
Language Acquisition and Education,2017,1
"Education, Innovation and Language Studies",2017,1
"Syntax, Semantics, Linguistic Variation",2017,1
"Language, Linguistics, Cultural Analysis",2017,1
Advanced X-ray and CT Imaging,2017,1
Consumer Market Behavior and Pricing,2017,1
Lattice Boltzmann Simulation Studies,2017,1
Astronomical Observations and Instrumentation,2017,1
Gamma-ray bursts and supernovae,2017,1
Diabetes Management and Research,2017,1
Diabetes and associated disorders,2017,1
Chronic Disease Management Strategies,2017,1
Digital Communication and Language,2017,1
Education Practices and Challenges,2017,1
Educational Methods and Analysis,2017,1
Values and Moral Education,2017,1
Turkish Literature and Culture,2017,1
Linguistics and Cultural Studies,2017,1
Cultural and Sociopolitical Studies,2017,1
Geometric and Algebraic Topology,2017,1
Algebraic Geometry and Number Theory,2017,1
Algebraic structures and combinatorial models,2017,1
Quality and Supply Management,2017,1
Quality and Safety in Healthcare,2017,1
"Theater, Performance, and Music History",2017,1
Music Education and Analysis,2017,1
Music History and Culture,2017,1
Auction Theory and Applications,2017,1
Second Language Acquisition and Learning,2017,1
Species Distribution and Climate Change,2017,1
Global Educational Policies and Reforms,2017,1
Global Education Systems and Policies,2017,1
Statistical and numerical algorithms,2017,1
Geophysics and Gravity Measurements,2017,1
Nursing Diagnosis and Documentation,2017,1
Qualitative Research Methods and Applications,2017,1
Nursing education and management,2017,1
Electronic Health Records Systems,2017,1
Advanced Sensor and Control Systems,2017,1
Power Line Inspection Robots,2017,1
Hearing Impairment and Communication,2017,1
"Religious, Philosophical, and Educational Studies",2017,1
Optical Coherence Tomography Applications,2017,1
Advanced Fluorescence Microscopy Techniques,2017,1
Ophthalmology and Visual Impairment Studies,2017,1
Geotechnical Engineering and Underground Structures,2017,1
Cybercrime and Law Enforcement Studies,2017,1
"Stalking, Cyberstalking, and Harassment",2017,1
Stability and Control of Uncertain Systems,2017,1
"Auditing, Earnings Management, Governance",2017,1
Financial Reporting and Valuation Research,2017,1
Accounting Theory and Financial Reporting,2017,1
Infant Health and Development,2017,1
Visual and Cognitive Learning Processes,2017,1
Corruption and Economic Development,2017,1
Media Influence and Politics,2017,1
Random Matrices and Applications,2017,1
"Energy, Environment, Agriculture Analysis",2017,1
Mathematical Control Systems and Analysis,2017,1
Information Systems and Technology Applications,2017,1
Solar Thermal and Photovoltaic Systems,2017,1
Orthopaedic implants and arthroplasty,2017,1
Total Knee Arthroplasty Outcomes,2017,1
Advanced Differential Equations and Dynamical Systems,2017,1
Optimization and Variational Analysis,2017,1
Risk and Portfolio Optimization,2017,1
Power Systems Fault Detection,2017,1
High-Voltage Power Transmission Systems,2017,1
HVDC Systems and Fault Protection,2017,1
Educational Assessment and Pedagogy,2017,1
Mental Health and Psychiatry,2017,1
Innovations in Medical Education,2017,1
Advanced Database Systems and Queries,2017,1
RNA Research and Splicing,2017,1
Decision Support System Applications,2017,1
Brake Systems and Friction Analysis,2017,1
Electric and Hybrid Vehicle Technologies,2017,1
Power Systems and Renewable Energy,2017,1
Smart Grid and Power Systems,2017,1
Black Holes and Theoretical Physics,2017,1
Noncommutative and Quantum Gravity Theories,2017,1
History of Science and Medicine,2017,1
Physical Unclonable Functions (PUFs) and Hardware Security,2017,1
Qualitative Comparative Analysis Research,2017,1
CCD and CMOS Imaging Sensors,2017,1
Analytical Chemistry and Sensors,2017,1
Regional Development and Policy,2017,1
Regional resilience and development,2017,1
Polish socio-economic development,2017,1
Electricity Theft Detection Techniques,2017,1
Breast Lesions and Carcinomas,2017,1
Breast Cancer Treatment Studies,2017,1
"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",2017,1
Attachment and Relationship Dynamics,2017,1
Spatial Cognition and Navigation,2017,1
Language Development and Disorders,2017,1
Hearing Loss and Rehabilitation,2017,1
Risk and Safety Analysis,2017,1
Reliability and Maintenance Optimization,2017,1
Laser-induced spectroscopy and plasma,2017,1
Laser-Plasma Interactions and Diagnostics,2017,1
Atomic and Molecular Physics,2017,1
Currency Recognition and Detection,2017,1
Additive Manufacturing and 3D Printing Technologies,2017,1
Effects of Vibration on Health,2017,1
Olfactory and Sensory Function Studies,2017,1
Sensory Analysis and Statistical Methods,2017,1
Biochemical Analysis and Sensing Techniques,2017,1
advanced mathematical theories,2017,1
Fossil Insects in Amber,2017,1
Freshwater macroinvertebrate diversity and ecology,2017,1
Invertebrate Taxonomy and Ecology,2017,1
Social Sciences and Governance,2017,1
French Urban and Social Studies,2017,1
Survey Methodology and Nonresponse,2017,1
School Choice and Performance,2017,1
Tropical and Extratropical Cyclones Research,2017,1
Computer Science and Engineering,2017,1
"Language, Discourse, Communication Strategies",2017,1
Advanced Computing and Algorithms,2017,1
Network Packet Processing and Optimization,2017,1
Educational Strategies and Epistemologies,2017,1
"Education, Achievement, and Giftedness",2017,1
Orbital Angular Momentum in Optics,2017,1
Microtubule and mitosis dynamics,2017,1
Aquaculture disease management and microbiota,2017,1
Mosquito-borne diseases and control,2017,1
"Diabetes, Cardiovascular Risks, and Lipoproteins",2017,1
Usability and User Interface Design,2017,1
"Shakespeare, Adaptation, and Literary Criticism",2017,1
Free Will and Agency,2017,1
Misinformation and Its Impacts,2017,1
Deception detection and forensic psychology,2017,1
Genetic and phenotypic traits in livestock,2017,1
Wireless Sensor Networks and IoT,2017,1
Industrial Technology and Control Systems,2017,1
Evaluation and Performance Assessment,2017,1
"Obesity, Physical Activity, Diet",2017,1
Health and Lifestyle Studies,2017,1
Markov Chains and Monte Carlo Methods,2017,1
Memory Processes and Influences,2017,1
Posttraumatic Stress Disorder Research,2017,1
Child Abuse and Trauma,2017,1
Social Media and Politics,2017,1
vaccines and immunoinformatics approaches,2017,1
Multisensory perception and integration,2017,1
Open Source Software Innovations,2017,1
Climate variability and models,2017,1
Spatial Neglect and Hemispheric Dysfunction,2017,1
Older Adults Driving Studies,2017,1
Linguistics and Discourse Analysis,2017,1
Ferroelectric and Negative Capacitance Devices,2017,1
Frequency Control in Power Systems,2017,1
CRISPR and Genetic Engineering,2017,1
Pluripotent Stem Cells Research,2017,1
3D Printing in Biomedical Research,2017,1
Plant Pathogens and Fungal Diseases,2017,1
Mycorrhizal Fungi and Plant Interactions,2017,1
Economic and Technological Innovation,2017,1
Corporate Finance and Governance,2017,1
Housing Market and Economics,2017,1
"Financial Literacy, Pension, Retirement Analysis",2017,1
Network Time Synchronization Technologies,2017,1
GNSS positioning and interference,2017,1
Outsourcing and Supply Chain Management,2017,1
Psychosocial Factors Impacting Youth,2017,1
"Ecology, Conservation, and Geographical Studies",2017,1
German Literature and Culture Studies,2017,1
Data-Driven Disease Surveillance,2017,1
Cancer therapeutics and mechanisms,2017,1
Behavioral and Psychological Studies,2017,1
Educational and Psychological Assessments,2017,1
Model Reduction and Neural Networks,2017,1
Global Education and Multiculturalism,2017,1
Animal Nutrition and Physiology,2017,1
Avian ecology and behavior,2017,1
Sports Dynamics and Biomechanics,2017,1
Sports Performance and Training,2017,1
Teaching and Learning Programming,2017,1
Advanced Neural Network Applications,2018,114
Advanced Image and Video Retrieval Techniques,2018,110
Video Surveillance and Tracking Methods,2018,101
Advanced Vision and Imaging,2018,93
Topic Modeling,2018,90
Human Pose and Action Recognition,2018,88
Advanced Image Processing Techniques,2018,82
Anomaly Detection Techniques and Applications,2018,81
Chaos-based Image/Signal Encryption,2018,69
Domain Adaptation and Few-Shot Learning,2018,68
Multimodal Machine Learning Applications,2018,62
Generative Adversarial Networks and Image Synthesis,2018,60
Image Enhancement Techniques,2018,59
Face and Expression Recognition,2018,59
Robotics and Sensor-Based Localization,2018,57
Cryptography and Data Security,2018,55
Natural Language Processing Techniques,2018,51
Privacy-Preserving Technologies in Data,2018,51
Metaheuristic Optimization Algorithms Research,2018,50
Advanced Steganography and Watermarking Techniques,2018,49
Machine Learning and Data Classification,2018,46
Digital Media Forensic Detection,2018,42
Robotic Path Planning Algorithms,2018,41
Image Retrieval and Classification Techniques,2018,40
Image and Signal Denoising Methods,2018,39
Neural Networks and Applications,2018,38
Adversarial Robustness in Machine Learning,2018,37
Image Processing Techniques and Applications,2018,36
Advanced Image Fusion Techniques,2018,35
Sentiment Analysis and Opinion Mining,2018,35
Network Security and Intrusion Detection,2018,32
Face recognition and analysis,2018,32
Advanced Text Analysis Techniques,2018,29
Medical Image Segmentation Techniques,2018,28
Advanced Multi-Objective Optimization Algorithms,2018,28
Cryptographic Implementations and Security,2018,28
Visual Attention and Saliency Detection,2018,26
Handwritten Text Recognition Techniques,2018,26
Internet Traffic Analysis and Secure E-voting,2018,25
Text and Document Classification Technologies,2018,25
Remote-Sensing Image Classification,2018,24
Advanced Malware Detection Techniques,2018,24
Video Analysis and Summarization,2018,24
Data Management and Algorithms,2018,23
Hand Gesture Recognition Systems,2018,22
IoT and Edge/Fog Computing,2018,22
Image and Video Quality Assessment,2018,22
Cloud Data Security Solutions,2018,21
AI in cancer detection,2018,20
Gait Recognition and Analysis,2018,19
Evolutionary Algorithms and Applications,2018,19
Data Stream Mining Techniques,2018,19
Industrial Vision Systems and Defect Detection,2018,17
Vehicle License Plate Recognition,2018,17
Complex Network Analysis Techniques,2018,17
Optical measurement and interference techniques,2018,16
Explainable Artificial Intelligence (XAI),2018,16
Artificial Intelligence in Healthcare,2018,16
Context-Aware Activity Recognition Systems,2018,16
Machine Learning and ELM,2018,16
Music and Audio Processing,2018,15
Speech Recognition and Synthesis,2018,15
Speech and Audio Processing,2018,15
Sparse and Compressive Sensing Techniques,2018,15
Autonomous Vehicle Technology and Safety,2018,15
Data Mining Algorithms and Applications,2018,15
Coding theory and cryptography,2018,15
Imbalanced Data Classification Techniques,2018,15
"Privacy, Security, and Data Protection",2018,15
Advanced Graph Neural Networks,2018,15
Radiomics and Machine Learning in Medical Imaging,2018,15
Semantic Web and Ontologies,2018,15
3D Surveying and Cultural Heritage,2018,14
Infrared Target Detection Methodologies,2018,14
Image Processing and 3D Reconstruction,2018,14
Computer Graphics and Visualization Techniques,2018,13
Fault Detection and Control Systems,2018,13
Robot Manipulation and Learning,2018,13
Machine Learning and Algorithms,2018,13
Quantum Computing Algorithms and Architecture,2018,13
Brain Tumor Detection and Classification,2018,12
Mobile Crowdsensing and Crowdsourcing,2018,12
Cloud Computing and Resource Management,2018,12
Advanced Clustering Algorithms Research,2018,12
Biometric Identification and Security,2018,12
Machine Learning in Healthcare,2018,11
Blind Source Separation Techniques,2018,11
Software Engineering Research,2018,11
Online Learning and Analytics,2018,11
Human Mobility and Location-Based Analysis,2018,11
Video Coding and Compression Technologies,2018,11
Vehicle Routing Optimization Methods,2018,11
Parallel Computing and Optimization Techniques,2018,11
Advanced Data Compression Techniques,2018,10
Time Series Analysis and Forecasting,2018,10
Quantum Information and Cryptography,2018,10
Advanced Memory and Neural Computing,2018,10
Fire Detection and Safety Systems,2018,10
Blockchain Technology Applications and Security,2018,10
